date,confirmed,death,released,tested,negative,critical
20211207,482235,3957,411358,15921600,14052403,774
20211208,489407,4020,413740,15928772,14052403,840
20211209,496507,4077,424220,15935872,14052403,857
20211210,503524,4130,426441,15942889,14052403,852
20211211,510495,4210,429256,15949860,14052403,856
20211212,517177,4252,431606,15956542,14052403,894
20211213,522993,4292,433564,15962358,14052403,876
20211214,528557,4386,435541,15967922,14052403,906
20211215,536402,4456,442293,15975767,14052403,964
20211216,544019,4518,444970,15983384,14052403,989
20211217,551452,4591,448809,15990817,14052403,971
20211218,558760,4644,451337,15998125,14052403,1016
20211219,564991,4722,454026,16004356,14052403,1025
20211220,570304,4776,456126,16009669,14052403,997
20211221,575497,4828,459628,16014862,14052403,1022
20211222,582949,4906,463401,16022314,14052403,1063
20211223,589860,5015,469055,16029225,14052403,1083
20211224,596089,5071,485721,16035454,14052403,1084
20211225,601925,5176,489943,16041290,14052403,1105
20211226,607340,5245,494205,16046705,14052403,1081
20211227,611543,5300,496938,16050908,14052403,1078
20211228,615406,5346,500273,16054771,14052403,1102
20211229,620810,5382,505470,16060175,14052403,1151
20211230,625843,5455,509957,16065208,14052403,1145
20211231,630714,5563,513978,16070079,14052403,1056
20220101,635128,5625,517909,16074493,14052403,1049
20220102,638955,5694,520962,16078320,14052403,1024
20220103,642079,5730,524883,16081444,14052403,1015
20220104,645098,5781,537043,16084463,14052403,973
20220105,649539,5838,541994,16088904,14052403,953
20220106,653658,5887,545464,16093023,14052403,882
20220107,657364,5932,549488,16096729,14052403,839
20220108,660866,5986,561308,16100231,14052403,838
20220109,664231,6037,564320,16103596,14052403,821
20220110,667235,6071,566508,16106600,14052403,786
20220111,670325,6114,569760,16109690,14052403,780
20220112,674705,6166,571419,16114070,14052403,749
20220113,678863,6210,575763,16118228,14052403,701
20220114,683397,6259,576918,16122762,14052403,659
20220115,687813,6281,580664,16127178,14052403,626
20220116,691997,6310,582667,16131362,14052403,612
20220117,695850,6333,584537,16135215,14052403,579
20220118,699914,6378,585673,16139279,14052403,543
20220119,705714,6452,588531,16145079,14052403,532
20220120,712312,6480,589768,16151677,14052403,488
20220121,719074,6501,594023,16158439,14052403,431
20220122,726062,6529,595645,16165427,14052403,433
20220123,733682,6540,600251,16173047,14052403,431
20220124,741188,6565,602123,16180553,14052403,418
20220125,749756,6588,604266,16189121,14052403,392
20220126,762755,6620,607279,16202120,14052403,385
20220127,777261,6654,610740,16216626,14052403,350
20220128,793341,6678,614712,16232706,14052403,316
20220129,810842,6712,618561,16250207,14052403,288
20220130,828356,6732,621972,16267721,14052403,277
20220131,845424,6755,624758,16284789,14052403,277
20220201,863753,6772,629487,16303118,14052403,272
20220202,884014,6787,633060,16323379,14052403,278
20220203,906848,6812,637160,16346213,14052403,274
20220204,934272,6836,642045,16373637,14052403,257
20220205,970584,6858,648795,16409949,14052403,269
20220206,1009263,6873,654621,16448628,14052403,272
20220207,1044520,6886,661103,16483885,14052403,270
20220208,1081225,6922,675059,16520590,14052403,268
20220209,1130741,6943,719627,16570106,14052403,285
20220210,1184846,6963,735348,16624211,14052403,282
20220211,1238720,7012,754694,16678085,14052403,271
20220212,1293639,7045,770673,16733004,14052403,275
20220213,1350009,7081,779720,16789374,14052403,288
20220214,1404537,7102,792107,16843902,14052403,306
20220215,1461679,7163,803005,16901044,14052403,314
20220216,1552096,7202,825776,16991461,14052403,313
20220217,1645204,7238,841233,17084569,14052403,389
20220218,1754992,7283,852368,17194357,14052403,385
20220219,1857175,7354,869695,17296540,14052403,408
20220220,1961978,7405,892289,17401343,14052403,439
20220221,2057322,7450,905128,17496687,14052403,480
20220222,2156866,7508,936891,17596231,14052403,480
20220223,2328287,7607,969524,17767652,14052403,512
20220224,2498269,7689,969524,17937634,14052403,581
20220225,2664133,7783,969524,18103498,14052403,655
20220226,2830307,7895,969524,18269672,14052403,643
20220227,2993842,7944,969524,18433207,14052403,663
20220228,3133456,8058,969524,18572821,14052403,715
20220301,3272429,8170,969524,18711794,14052403,727
20220302,3491630,8266,969524,18930995,14052403,762
20220303,3690418,8394,969524,19129783,14052403,766
20220304,3957251,8579,969524,19396616,14052403,797
20220305,4211544,8795,969524,19650909,14052403,896
20220306,4455143,8956,969524,19894508,14052403,885
20220307,4665826,9095,969524,20105191,14052403,955
20220308,4868477,9281,969524,20307842,14052403,1007
20220309,5210883,9439,969524,20650248,14052403,1087
20220310,5538383,9645,969524,20977748,14052403,1113
20220311,5821337,9874,969524,21260702,14052403,1116
20220312,6204956,10143,969524,21644321,14052403,1066
20220313,6555093,10394,969524,21994458,14052403,1074
20220314,6864841,10594,969524,22304206,14052403,1158
20220315,7227067,10887,969524,22666432,14052403,1196
20220316,7627535,11051,969524,23066900,14052403,1244
20220317,8248599,11480,969524,23687964,14052403,1159
20220318,8655397,11781,969524,24094762,14052403,1049
20220319,9036731,12100,969524,24476096,14052403,1049
20220320,9371288,12427,969524,24810653,14052403,1033
20220321,9580380,12756,969524,25019745,14052403,1130
20220322,9934241,13140,969524,25373606,14052403,1104
20220323,10424922,13431,969524,25864287,14052403,1084
20220324,10820414,13900,969524,26259779,14052403,1081
20220325,11159845,14293,969524,26599210,14052403,1085
20220326,11495332,14616,969524,26934697,14052403,1164
20220327,11813354,14898,969524,27252719,14052403,1216
20220328,12000490,15185,969524,27439855,14052403,1273
20220329,12347939,15422,969524,27787304,14052403,1215
20220330,12772478,15854,969524,28211843,14052403,1301
20220331,13093144,16229,969524,28532509,14052403,1315
20220401,13373362,16589,969524,28812727,14052403,1299
20220402,13637499,16928,969524,29076864,14052403,1165
20220403,13871740,17234,969524,29311105,14052403,1128
20220404,13998894,17452,969524,29438259,14052403,1108
20220405,14264968,17661,969524,29704333,14052403,1121
20220406,14551202,18032,969524,29990567,14052403,1128
20220407,14775971,18380,969524,30215336,14052403,1116
20220408,14981270,18753,969524,30420635,14052403,1093
20220409,15166782,19091,969524,30606147,14052403,1099
20220410,15331213,19420,969524,30770578,14052403,1114
20220411,15422109,19678,969524,30861474,14052403,1099
20220412,15632814,19849,969524,31072179,14052403,1005
20220413,15828186,20033,969524,31267551,14052403,1014
20220414,15976599,20351,969524,31415964,14052403,962
20220415,16102414,20615,969524,31541779,14052403,999
20220416,16210293,20888,969524,31649658,14052403,913
20220417,16303256,21091,969524,31742621,14052403,893
20220418,16350973,21223,969524,31790338,14052403,850
20220419,16469442,21353,969524,31908807,14052403,834
20220420,16580723,21519,969524,32020088,14052403,808
20220421,16671554,21666,969524,32110919,14052403,846
20220422,16752590,21872,969524,32191955,14052403,833
20220423,16827992,22023,969524,32267357,14052403,738
20220424,16892666,22132,969524,32332031,14052403,726
20220425,16927024,22242,969524,32366389,14052403,668
20220426,17007349,22324,969524,32446714,14052403,613
20220427,17084102,22465,969524,32523467,14052403,546
20220428,17141553,22587,969524,32580918,14052403,552
20220429,17192106,22723,969524,32631471,14052403,526
20220430,17235376,22793,969524,32674741,14052403,490
20220501,17273129,22874,969524,32712494,14052403,493
20220502,17293196,22957,969524,32732561,14052403,461
20220503,17344306,23006,969524,32783671,14052403,417
20220504,17393355,23078,969524,32832720,14052403,432
20220505,17435638,23157,969524,32875003,14052403,441
20220506,17462329,23205,969524,32901694,14052403,423
20220507,17501913,23288,969524,32941278,14052403,419
20220508,17541955,23359,969524,32981320,14052403,423
20220509,17562536,23399,969524,33001901,14052403,421
20220510,17612450,23461,969524,33051815,14052403,398
20220511,17656357,23490,969524,33095722,14052403,383
20220512,17692247,23553,969524,33131612,14052403,354
20220513,17724681,23605,969524,33164046,14052403,347
20220514,17754251,23660,969524,33193616,14052403,341
20220515,17779670,23708,969524,33219035,14052403,338
20220516,17792955,23743,969524,33232320,14052403,345
20220517,17828057,23770,969524,33267422,14052403,333
20220518,17859394,23801,969524,33298759,14052403,313
20220519,17887512,23841,969524,33326877,14052403,274
20220520,17912628,23884,969524,33351993,14052403,251
20220521,17936077,23910,969524,33375442,14052403,235
20220522,17955361,23964,969524,33394726,14052403,229
20220523,17965332,23986,969524,33404697,14052403,225
20220524,17991665,24005,969524,33431030,14052403,232
20220525,18015603,24028,969524,33454968,14052403,237
20220526,18034408,24062,969524,33473773,14052403,243
20220527,18050976,24102,969524,33490341,14052403,207
20220528,18065365,24138,969524,33504730,14052403,196
20220529,18078010,24157,969524,33517375,14052403,188
20220530,18084142,24166,969524,33523507,14052403,178
20220531,18101320,24175,969524,33540685,14052403,180
20220601,18117102,24196,969524,33556467,14052403,188
20220602,18126985,24211,969524,33566350,14052403,176
20220603,18139512,24228,969524,33578877,14052403,160
20220604,18151531,24237,969524,33590896,14052403,141
20220605,18161357,24257,969524,33600722,14052403,136
20220606,18166369,24278,969524,33605734,14052403,129
20220607,18172540,24298,969524,33611905,14052403,117
20220608,18185887,24304,969524,33625252,14052403,114
20220609,18198032,24322,969524,33637397,14052403,106
20220610,18207335,24340,969524,33646700,14052403,107
20220611,18215768,24350,969524,33655133,14052403,101
20220612,18223140,24370,969524,33662505,14052403,98
20220613,18226955,24387,969524,33666320,14052403,95
20220614,18236720,24389,969524,33676085,14052403,98
20220615,18246141,24398,969524,33685506,14052403,93
20220616,18254115,24406,969524,33693480,14052403,98
20220617,18261302,24415,969524,33700667,14052403,82
20220618,18268121,24426,969524,33707486,14052403,71
20220619,18274182,24440,969524,33713547,14052403,70
20220620,18277708,24450,969524,33717073,14052403,72
20220621,18287005,24462,969524,33726370,14052403,68
20220622,18295977,24473,969524,33735342,14052403,64
20220623,18303465,24487,969524,33742830,14052403,58
20220624,18310668,24497,969524,33750033,14052403,52
20220625,18317444,24515,969524,33756809,14052403,50
20220626,18323680,24521,969524,33763045,14052403,54
20220627,18327098,24524,969524,33766463,14052403,68
20220628,18336984,24529,969524,33776349,14052403,62
20220629,18347421,24536,969524,33786786,14052403,59
20220630,18357007,24546,969524,33796372,14052403,54
20220701,18366519,24554,969524,33805884,14052403,56
20220702,18377223,24561,969524,33816588,14052403,53
20220703,18387253,24569,969524,33826618,14052403,53
20220704,18393488,24573,969524,33832853,14052403,56
20220705,18411610,24575,969524,33850975,14052403,54
20220706,18430950,24582,969524,33870315,14052403,61
20220707,18449435,24592,969524,33888800,14052403,56
20220708,18468724,24604,969524,33908089,14052403,62
20220709,18488977,24623,969524,33928342,14052403,61
20220710,18509350,24642,969524,33948715,14052403,67
20220711,18522018,24660,969524,33961383,14052403,71
20220712,18559346,24667,969524,33998711,14052403,74
20220713,18599575,24679,969524,34038940,14052403,67
20220714,18638718,24695,969524,34078083,14052403,69
20220715,18677567,24711,969524,34116932,14052403,65
20220716,18718851,24727,969524,34158216,14052403,70
20220717,18759158,24741,969524,34198523,14052403,71
20220718,18785421,24752,969524,34224786,14052403,81
20220719,18858941,24764,969524,34298306,14052403,91
20220720,18935278,24776,969524,34374643,14052403,96
20220721,19006390,24793,969524,34445755,14052403,107
20220722,19074967,24824,969524,34514332,14052403,130
20220723,19143482,24854,969524,34582847,14052403,140
20220724,19208833,24872,969524,34648198,14052403,146
20220725,19244674,24889,969524,34684039,14052403,144
20220726,19343875,24906,969524,34783240,14052403,168
20220727,19444079,24931,969524,34883444,14052403,177
20220728,19532400,24956,969524,34971765,14052403,196
20220729,19617653,24991,969524,35057018,14052403,234
20220730,19699568,25026,969524,35138933,14052403,242
20220731,19773111,25046,969524,35212476,14052403,284
20220801,19817732,25067,969524,35257097,14052403,287
20220802,19929462,25083,969524,35368827,14052403,282
20220803,20049302,25109,969524,35488667,14052403,284
20220804,20157130,25143,969524,35596495,14052403,310
20220805,20269929,25190,969524,35709294,14052403,320
20220806,20380534,25235,969524,35819899,14052403,313
20220807,20485974,25262,969524,35925339,14052403,297
20220808,20541203,25291,969524,35980568,14052403,324
20220809,20691040,25331,969524,36130405,14052403,364
20220810,20842749,25381,969524,36282114,14052403,402
20220811,20979890,25440,969524,36419255,14052403,418
20220812,21108534,25498,969524,36547899,14052403,453
20220813,21233058,25565,969524,36672423,14052403,469
20220814,21352573,25622,969524,36791938,14052403,512
20220815,21414612,25672,969524,36853977,14052403,521
20220816,21498695,25709,969524,36938060,14052403,563
20220817,21679428,25751,969524,37118793,14052403,469
20220818,21857918,25812,969524,37297283,14052403,470
20220819,21996668,25895,969524,37436033,14052403,492
20220820,22126008,25979,969524,37565373,14052403,511
20220821,22236901,26043,969524,37676266,14052403,531
20220822,22295910,26108,969524,37735275,14052403,551
20220823,22446096,26160,969524,37885461,14052403,487
20220824,22585368,26223,969524,38024733,14052403,573
20220825,22698700,26331,969524,38138065,14052403,566
20220826,22799796,26412,969524,38239161,14052403,575
20220827,22895352,26498,969524,38334717,14052403,579
20220828,22980566,26568,969524,38419931,14052403,581
20220829,23023668,26617,969524,38463033,14052403,597
20220830,23139263,26688,969524,38578628,14052403,591
20220831,23243169,26763,969524,38682534,14052403,569
20220901,23324714,26875,969524,38764079,14052403,555
20220902,23414254,26939,969524,38853619,14052403,508
20220903,23493955,27013,969524,38933320,14052403,520
20220904,23566057,27092,969524,39005422,14052403,548
20220905,23603576,27148,969524,39042941,14052403,562
20220906,23703376,27192,969524,39142741,14052403,536
20220907,23788868,27248,969524,39228233,14052403,521
20220908,23861486,27312,969524,39300851,14052403,493
20220909,23930864,27380,969524,39370229,14052403,504
20220910,23973545,27428,969524,39412910,14052403,525
20220911,24001732,27475,969524,39441097,14052403,532
20220912,24038645,27497,969524,39478010,14052403,553
20220913,24095918,27532,969524,39535283,14052403,547
20220914,24189864,27592,969524,39629229,14052403,507
20220915,24261303,27664,969524,39700668,14052403,491
20220916,24313144,27724,969524,39752509,14052403,516
20220917,24356569,27781,969524,39795934,14052403,477
20220918,24391300,27827,969524,39830665,14052403,489
20220919,24410680,27866,969524,39850045,14052403,508
20220920,24458560,27890,969524,39897925,14052403,497
20220921,24499813,27949,969524,39939178,14052403,494
20220922,24532801,28008,969524,39972166,14052403,428
20220923,24561886,28076,969524,40001251,14052403,399
20220924,24591212,28139,969524,40030577,14052403,399
20220925,24616972,28212,969524,40056337,14052403,416
20220926,24631121,28245,969524,40070486,14052403,427
20220927,24670519,28271,969524,40109884,14052403,401
20220928,24706641,28317,969524,40146006,14052403,375
20220929,24737489,28363,969524,40176854,14052403,363
20220930,24765976,28405,969524,40205341,14052403,352
20221001,24792919,28444,969524,40232284,14052403,356
20221002,24816493,28488,969524,40255858,14052403,353
20221003,24828634,28508,969524,40267999,14052403,361
20221004,24845046,28527,969524,40284411,14052403,353
20221005,24879763,28543,969524,40319128,14052403,333
20221006,24908395,28572,969524,40347760,14052403,325
20221007,24930675,28613,969524,40370040,14052403,329
20221008,24950095,28645,969524,40389460,14052403,287
20221009,24967740,28674,969524,40407105,14052403,305
20221010,24976708,28697,969524,40416073,14052403,311
20221011,24992169,28707,969524,40431534,14052403,313
20221012,25022681,28722,969524,40462046,14052403,263
20221013,25049610,28747,969524,40488975,14052403,266
20221014,25073181,28782,969524,40512546,14052403,237
20221015,25096007,28807,969524,40535372,14052403,245
20221016,25117460,28839,969524,40556825,14052403,247
20221017,25128483,28849,969524,40567848,14052403,248
20221018,25161699,28855,969524,40601064,14052403,247
20221019,25191188,28898,969524,40630553,14052403,243
20221020,25216555,28921,969524,40655920,14052403,249
20221021,25241282,28951,969524,40680647,14052403,233
20221022,25268173,28973,969524,40707538,14052403,196
20221023,25294406,28989,969524,40733771,14052403,212
20221024,25308702,28999,969524,40748067,14052403,226
20221025,25352437,29016,969524,40791802,14052403,225
20221026,25393249,29042,969524,40832614,14052403,242
20221027,25428218,29068,969524,40867583,14052403,242
20221028,25464130,29098,969524,40903495,14052403,252
20221029,25501438,29129,969524,40940803,14052403,270
20221030,25535929,29156,969524,40975294,14052403,272
20221031,25554429,29174,969524,40993794,14052403,288
20221101,25612783,29207,969524,41052148,14052403,288
20221102,25667513,29237,969524,41106878,14052403,303
20221103,25714388,29278,969524,41153753,14052403,290
20221104,25757818,29313,969524,41197183,14052403,304
20221105,25798705,29354,969524,41238070,14052403,314
20221106,25835364,29372,969524,41274729,14052403,346
20221107,25854027,29390,969524,41293392,14052403,365
20221108,25916286,29420,969524,41355651,14052403,360
20221109,25978746,29479,969524,41418111,14052403,336
20221110,26034090,29531,969524,41473455,14052403,323
20221111,26088585,29571,969524,41527950,14052403,345
20221112,26142888,29617,969524,41582253,14052403,371
20221113,26191330,29665,969524,41630695,14052403,396
20221114,26215077,29709,969524,41654442,14052403,413
20221115,26287937,29748,969524,41727302,14052403,412
20221116,26354499,29795,969524,41793864,14052403,411
20221117,26409909,29862,969524,41849274,14052403,380
20221118,26459303,29925,969524,41898668,14052403,365
20221119,26509864,29990,969524,41949229,14052403,419
20221120,26555858,30031,969524,41995223,14052403,451
20221121,26578930,30066,969524,42018295,14052403,465
20221122,26651784,30111,969524,42091149,14052403,461
20221123,26722079,30164,969524,42161444,14052403,477
20221124,26781142,30223,969524,42220507,14052403,437
20221125,26834823,30278,969524,42274188,14052403,453
20221126,26887596,30330,969524,42326961,14052403,478
20221127,26934603,30369,969524,42373968,14052403,481
20221128,26956915,30413,969524,42396280,14052403,491
20221129,27028375,30454,969524,42467740,14052403,491
20221130,27095765,30506,969524,42535130,14052403,472
20221201,27152821,30568,969524,42592186,14052403,430
20221202,27205792,30621,969524,42645157,14052403,460
20221203,27258639,30669,969524,42698004,14052403,442
20221204,27305185,30729,969524,42744550,14052403,460
20221205,27328336,30769,969524,42767701,14052403,458
20221206,27405918,30793,969524,42845283,14052403,443
20221207,27480610,30847,969524,42919975,14052403,441
20221208,27545841,30908,969524,42985206,14052403,435
20221209,27608552,30975,969524,43047917,14052403,442
20221210,27671271,31029,969524,43110636,14052403,428
20221211,27725566,31069,969524,43164931,14052403,440
20221212,27751220,31099,969524,43190585,14052403,478
20221213,27838041,31128,969524,43277406,14052403,460
20221214,27922588,31174,969524,43361953,14052403,463
20221215,27992727,31232,969524,43432092,14052403,465
20221216,28059661,31298,969524,43499026,14052403,474
20221217,28126567,31353,969524,43565932,14052403,468
20221218,28185401,31395,969524,43624766,14052403,520
20221219,28212009,31434,969524,43651374,14052403,535
20221220,28299532,31490,969524,43738897,14052403,519
20221221,28387677,31549,969524,43827042,14052403,512
20221222,28463393,31611,969524,43902758,14052403,547
20221223,28531536,31674,969524,43970901,14052403,530
20221224,28597719,31744,969524,44037084,14052403,534
20221225,28656121,31790,969524,44095486,14052403,592
20221226,28681648,31832,969524,44121013,14052403,583
20221227,28769221,31882,969524,44208586,14052403,592
20221228,28856705,31951,969524,44296070,14052403,587
20221229,28928099,32027,969524,44367464,14052403,590
20221230,28993297,32095,969524,44432662,14052403,562
20221231,29056385,32156,969524,44495750,14052403,557
20230101,29113879,32219,969524,44553244,14052403,636
20230102,29136599,32272,969524,44575964,14052403,637
20230103,29217626,32301,969524,44656991,14052403,620
20230104,29296169,32355,969524,44735534,14052403,623
20230105,29360247,32421,969524,44799612,14052403,571
20230106,29417169,32496,969524,44856534,14052403,548
20230107,29470940,32556,969524,44910305,14052403,544
20230108,29517678,32590,969524,44957043,14052403,526
20230109,29536760,32625,969524,44976125,14052403,532
20230110,29596779,32669,969524,45036144,14052403,541
20230111,29651096,32745,969524,45090461,14052403,540
20230112,29695017,32816,969524,45134382,14052403,510
20230113,29734719,32867,969524,45174084,14052403,511
20230114,29771396,32912,969524,45210761,14052403,505
20230115,29803946,32949,969524,45243311,14052403,499
20230116,29818073,32984,969524,45257438,14052403,510
20230117,29858244,33014,969524,45297609,14052403,503
20230118,29895127,33057,969524,45334492,14052403,490
20230119,29924927,33104,969524,45364292,14052403,465
20230120,29952302,33134,969524,45391667,14052403,453
20230121,29979940,33185,969524,45419305,14052403,436
20230122,29996552,33209,969524,45435917,14052403,450
20230123,30005763,33235,969524,45445128,14052403,450
20230124,30018010,33245,969524,45457375,14052403,468
20230125,30037532,33270,969524,45476897,14052403,482
20230126,30072603,33296,969524,45511968,14052403,489
20230127,30104298,33332,969524,45543663,14052403,481
20230128,30127889,33361,969524,45567254,14052403,410
20230129,30146750,33390,969524,45586115,14052403,420
20230130,30154161,33420,969524,45593526,14052403,402
20230131,30173772,33444,969524,45613137,14052403,387
20230201,30194184,33486,969524,45633549,14052403,359
20230202,30211033,33522,969524,45650398,14052403,345
20230203,30225984,33552,969524,45665349,14052403,339
20230204,30240596,33574,969524,45679961,14052403,325
20230205,30254601,33596,969524,45693966,14052403,313
20230206,30260448,33614,969524,45699813,14052403,289
20230207,30276557,33624,969524,45715922,14052403,293
20230208,30294477,33646,969524,45733842,14052403,283
20230209,30309136,33680,969524,45748501,14052403,293
20230210,30322634,33697,969524,45761999,14052403,287
20230211,30335433,33713,969524,45774798,14052403,284
20230212,30347473,33736,969524,45786838,14052403,268
20230213,30352639,33747,969524,45792004,14052403,263
20230214,30367001,33758,969524,45806366,14052403,245
20230215,30381949,33782,969524,45821314,14052403,228
20230216,30394460,33804,969524,45833825,14052403,217
20230217,30405890,33832,969524,45845255,14052403,216
20230218,30416604,33844,969524,45855969,14052403,213
20230219,30426873,33856,969524,45866238,14052403,205
20230220,30431191,33865,969524,45870556,14052403,197
20230221,30443059,33873,969524,45882424,14052403,195
20230222,30456127,33887,969524,45895492,14052403,186
20230223,30466967,33909,969524,45906332,14052403,180
20230224,30477005,33929,969524,45916370,14052403,183
20230225,30487056,33940,969524,45926421,14052403,181
20230226,30496260,33946,969524,45935625,14052403,181
20230227,30500280,33961,969524,45939645,14052403,163
20230228,30511087,33977,969524,45950452,14052403,164
20230301,30523373,33988,969524,45962738,14052403,145
20230302,30530922,34003,969524,45970287,14052403,129
20230303,30541325,34014,969524,45980690,14052403,135
20230304,30552567,34020,969524,45991932,14052403,143
20230305,30562375,34025,969524,46001740,14052403,143
20230306,30566669,34034,969524,46006034,14052403,145
20230307,30578942,34049,969524,46018307,14052403,158
20230308,30591729,34061,969524,46031094,14052403,139
20230309,30602611,34081,969524,46041976,14052403,143
20230310,30612939,34093,969524,46052304,14052403,146
20230311,30622939,34096,969524,46062304,14052403,146
20230312,30632270,34103,969524,46071635,14052403,146
20230313,30636466,34115,969524,46075831,14052403,142
20230314,30647863,34121,969524,46087228,14052403,152
20230315,30659756,34131,969524,46099121,14052403,147
20230316,30669685,34148,969524,46109050,14052403,146
20230317,30678747,34155,969524,46118112,14052403,140
20230318,30687994,34159,969524,46127359,14052403,129
20230319,30696795,34162,969524,46136160,14052403,129
20230320,30700719,34171,969524,46140084,14052403,122
20230321,30712728,34178,969524,46152093,14052403,128
20230322,30725801,34187,969524,46165166,14052403,131
20230323,30737196,34201,969524,46176561,14052403,133
20230324,30747472,34211,969524,46186837,14052403,144
20230325,30757918,34217,969524,46197283,14052403,153
20230326,30767272,34220,969524,46206637,14052403,153
20230327,30771472,34223,969524,46210837,14052403,153
20230328,30783595,34231,969524,46222960,14052403,151
20230329,30796722,34245,969524,46236087,14052403,150
20230330,30807750,34255,969524,46247115,14052403,150
20230331,30818110,34265,969524,46257475,14052403,150
20230401,30828629,34270,969524,46267994,14052403,150
20230402,30838317,34274,969524,46277682,14052403,150
20230403,30842665,34281,969524,46282030,14052403,150
20230404,30856029,34289,969524,46295394,14052403,150
20230405,30870484,34296,969524,46309849,14052403,150
20230406,30882558,34309,969524,46321923,14052403,150
20230407,30893282,34318,969524,46332647,14052403,150
20230408,30903644,34322,969524,46343009,14052403,132
20230409,30913184,34324,969524,46352549,14052403,127
20230410,30917180,34332,969524,46356545,14052403,127
20230411,30929617,34342,969524,46368982,14052403,128
20230412,30943536,34356,969524,46382901,14052403,129
20230413,30955126,34361,969524,46394491,14052403,127
20230414,30966787,34366,969524,46406152,14052403,127
20230415,30978462,34368,969524,46417827,14052403,114
20230416,30988645,34372,969524,46428010,14052403,114
20230417,30993585,34376,969524,46432950,14052403,130
20230418,31008749,34386,969524,46448114,14052403,136
20230419,31025248,34392,969524,46464613,14052403,135
20230420,31039336,34401,969524,46478701,14052403,136
20230421,31052932,34408,969524,46492297,14052403,142
20230422,31066725,34413,969524,46506090,14052403,146
20230423,31078559,34419,969524,46517924,14052403,146
20230424,31083586,34427,969524,46522951,14052403,146
20230425,31098403,34434,969524,46537768,14052403,149
20230426,31114786,34449,969524,46554151,14052403,153
20230427,31129070,34460,969524,46568435,14052403,151
20230428,31142460,34471,969524,46581825,14052403,144
20230429,31157272,34474,969524,46596637,14052403,141
